Timestamp,Direction,CAN_ID,DLC,Data,Description
0.163000,Tx,740,8,21 74 75 76 77 78 79 7A,TransferData segment 1 block 01 CF17
0.164000,Tx,740,8,22 7B 7C 7D 7E 7F 80 81,TransferData segment 1 block 01 CF18
0.165000,Tx,740,8,23 82 83 84 85 86 87 88,TransferData segment 1 block 01 CF19
0.166000,Tx,740,8,24 89 8A 8B 8C 8D 8E 8F,TransferData segment 1 block 01 CF20
0.167000,Tx,740,8,25 90 91 92 93 94 95 96,TransferData segment 1 block 01 CF21
0.168000,Tx,740,8,26 97 98 99 9A 9B 9C 9D,TransferData segment 1 block 01 CF22
0.169000,Tx,740,8,27 9E 9F A0 A1 A2 A3 A4,TransferData segment 1 block 01 CF23
0.170000,Tx,740,8,28 A5 A6 A7 A8 A9 AA AB,TransferData segment 1 block 01 CF24
0.171000,Tx,740,8,29 AC AD AE AF B0 B1 B2,TransferData segment 1 block 01 CF25
0.172000,Tx,740,8,2A B3 B4 B5 B6 B7 B8 B9,TransferData segment 1 block 01 CF26
0.173000,Tx,740,8,2B BA BB BC BD BE BF C0,TransferData segment 1 block 01 CF27
0.174000,Tx,740,8,2C C1 C2 C3 C4 C5 C6 C7,TransferData segment 1 block 01 CF28
0.175000,Tx,740,8,2D C8 C9 CA CB CC CD CE,TransferData segment 1 block 01 CF29
0.176000,Tx,740,8,2E CF D0 D1 D2 D3 D4 D5,TransferData segment 1 block 01 CF30
0.177000,Tx,740,8,2F D6 D7 D8 D9 DA DB DC,TransferData segment 1 block 01 CF31
0.178000,Tx,740,8,20 DD DE DF E0 E1 E2 E3,TransferData segment 1 block 01 CF32
0.179000,Tx,740,8,21 E4 E5 E6 E7 E8 E9 EA,TransferData segment 1 block 01 CF33
0.180000,Tx,740,8,22 EB EC ED EE EF F0 F1,TransferData segment 1 block 01 CF34
0.181000,Tx,740,8,23 F2 F3 F4 F5 F6 F7 F8,TransferData segment 1 block 01 CF35
0.182000,Tx,740,8,24 F9 FA FB FC FD FE FF,TransferData segment 1 block 01 CF36
0.183000,Tx,740,8,25 00 01 02 03 04 05 06,TransferData segment 1 block 01 CF37
0.184000,Tx,740,8,26 07 08 09 0A 0B 0C 0D,TransferData segment 1 block 01 CF38
0.185000,Tx,740,8,27 0E 0F 10 11 12 13 14,TransferData segment 1 block 01 CF39
0.186000,Tx,740,8,28 15 16 17 18 19 1A 1B,TransferData segment 1 block 01 CF40
0.187000,Tx,740,8,29 1C 1D 1E 1F 20 21 22,TransferData segment 1 block 01 CF41
0.188000,Tx,740,8,2A 23 24 25 26 27 28 29,TransferData segment 1 block 01 CF42
0.189000,Tx,740,8,2B 2A 2B 2C 2D 2E 2F 30,TransferData segment 1 block 01 CF43
0.190000,Tx,740,8,2C 31 32 33 34 35 36 37,TransferData segment 1 block 01 CF44
0.191000,Tx,740,8,2D 38 39 3A 3B 3C 3D 3E,TransferData segment 1 block 01 CF45
0.192000,Tx,740,8,2E 3F 40 41 42 43 44 45,TransferData segment 1 block 01 CF46
0.193000,Tx,740,8,2F 46 47 48 49 4A 4B 4C,TransferData segment 1 block 01 CF47
0.194000,Tx,740,8,20 4D 4E 4F 50 51 52 53,TransferData segment 1 block 01 CF48
0.195000,Tx,740,8,21 54 55 56 57 58 59 5A,TransferData segment 1 block 01 CF49
0.196000,Tx,740,8,22 5B 5C 5D 5E 5F 60 61,TransferData segment 1 block 01 CF50
0.197000,Tx,740,8,23 62 63 64 65 66 67 68,TransferData segment 1 block 01 CF51
0.198000,Tx,740,8,24 69 6A 6B 6C 6D 6E 6F,TransferData segment 1 block 01 CF52
0.199000,Tx,740,8,25 70 71 72 73 74 75 76,TransferData segment 1 block 01 CF53
0.200000,Tx,740,8,26 77 78 79 7A 7B 7C 7D,TransferData segment 1 block 01 CF54
0.201000,Tx,740,8,27 7E 7F 80 81 82 83 84,TransferData segment 1 block 01 CF55
0.202000,Tx,740,8,28 85 86 87 88 89 8A 8B,TransferData segment 1 block 01 CF56
0.203000,Tx,740,8,29 8C 8D 8E 8F 90 91 92,TransferData segment 1 block 01 CF57
0.204000,Tx,740,8,2A 93 94 95 96 97 98 99,TransferData segment 1 block 01 CF58
0.205000,Tx,740,8,2B 9A 9B 9C 9D 9E 9F A0,TransferData segment 1 block 01 CF59
0.206000,Tx,740,8,2C A1 A2 A3 A4 A5 A6 A7,TransferData segment 1 block 01 CF60
0.207000,Tx,740,8,2D A8 A9 AA AB AC AD AE,TransferData segment 1 block 01 CF61
0.208000,Tx,740,8,2E AF B0 B1 B2 B3 B4 B5,TransferData segment 1 block 01 CF62
0.209000,Tx,740,8,2F B6 B7 B8 B9 BA BB BC,TransferData segment 1 block 01 CF63
0.210000,Tx,740,8,20 BD BE BF C0 C1 C2 C3,TransferData segment 1 block 01 CF64
0.211000,Tx,740,8,21 C4 C5 C6 C7 C8 C9 CA,TransferData segment 1 block 01 CF65
0.212000,Tx,740,8,22 CB CC CD CE CF D0 D1,TransferData segment 1 block 01 CF66
0.213000,Tx,740,8,23 D2 D3 D4 D5 D6 D7 D8,TransferData segment 1 block 01 CF67
0.214000,Tx,740,8,24 D9 DA DB DC DD DE DF,TransferData segment 1 block 01 CF68
0.215000,Tx,740,8,25 E0 E1 E2 E3 E4 E5 E6,TransferData segment 1 block 01 CF69
0.216000,Tx,740,8,26 E7 E8 E9 EA EB EC ED,TransferData segment 1 block 01 CF70
0.217000,Tx,740,8,27 EE EF F0 F1 F2 F3 F4,TransferData segment 1 block 01 CF71
0.218000,Tx,740,8,28 F5 F6 F7 F8 F9 FA FB,TransferData segment 1 block 01 CF72
0.219000,Tx,740,8,29 FC FD FE FF 00 01 02,TransferData segment 1 block 01 CF73
0.220000,Tx,740,8,2A 03 04 05 06 07 08 09,TransferData segment 1 block 01 CF74
0.221000,Tx,740,8,2B 0A 0B 0C 0D 0E 0F 10,TransferData segment 1 block 01 CF75
0.222000,Tx,740,8,2C 11 12 13 14 15 16 17,TransferData segment 1 block 01 CF76
0.223000,Tx,740,8,2D 18 19 1A 1B 1C 1D 1E,TransferData segment 1 block 01 CF77
0.224000,Tx,740,8,2E 1F 20 21 22 23 24 25,TransferData segment 1 block 01 CF78
0.225000,Tx,740,8,2F 26 27 28 29 2A 2B 2C,TransferData segment 1 block 01 CF79
0.226000,Tx,740,8,20 2D 2E 2F 30 31 32 33,TransferData segment 1 block 01 CF80
0.227000,Tx,740,8,21 34 35 36 37 38 39 3A,TransferData segment 1 block 01 CF81
0.228000,Tx,740,8,22 3B 3C 3D 3E 3F 40 41,TransferData segment 1 block 01 CF82
0.229000,Tx,740,8,23 42 43 44 45 46 47 48,TransferData segment 1 block 01 CF83
0.230000,Tx,740,8,24 49 4A 4B 4C 4D 4E 4F,TransferData segment 1 block 01 CF84
0.231000,Tx,740,8,25 50 51 52 53 54 55 56,TransferData segment 1 block 01 CF85
0.232000,Tx,740,8,26 57 58 59 5A 5B 5C 5D,TransferData segment 1 block 01 CF86
0.233000,Tx,740,8,27 5E 5F 60 61 62 63 64,TransferData segment 1 block 01 CF87
0.234000,Tx,740,8,28 65 66 67 68 69 6A 6B,TransferData segment 1 block 01 CF88
0.235000,Tx,740,8,29 6C 6D 6E 6F 70 71 72,TransferData segment 1 block 01 CF89
0.236000,Tx,740,8,2A 73 74 75 76 77 78 79,TransferData segment 1 block 01 CF90
0.237000,Tx,740,8,2B 7A 7B 7C 7D 7E 7F 80,TransferData segment 1 block 01 CF91
0.238000,Tx,740,8,2C 81 82 83 84 85 86 87,TransferData segment 1 block 01 CF92
0.239000,Tx,740,8,2D 88 89 8A 8B 8C 8D 8E,TransferData segment 1 block 01 CF93
0.240000,Tx,740,8,2E 8F 90 91 92 93 94 95,TransferData segment 1 block 01 CF94
0.241000,Tx,740,8,2F 96 97 98 99 9A 9B 9C,TransferData segment 1 block 01 CF95
0.242000,Tx,740,8,20 9D 9E 9F A0 A1 A2 A3,TransferData segment 1 block 01 CF96
0.243000,Tx,740,8,21 A4 A5 A6 A7 A8 A9 AA,TransferData segment 1 block 01 CF97
0.244000,Tx,740,8,22 AB AC AD AE AF B0 B1,TransferData segment 1 block 01 CF98
0.245000,Tx,740,8,23 B2 B3 B4 B5 B6 B7 B8,TransferData segment 1 block 01 CF99
0.246000,Tx,740,8,24 B9 BA BB BC BD BE BF,TransferData segment 1 block 01 CF100
0.247000,Tx,740,8,25 C0 C1 C2 C3 C4 C5 C6,TransferData segment 1 block 01 CF101
0.248000,Tx,740,8,26 C7 C8 C9 CA CB CC CD,TransferData segment 1 block 01 CF102
0.249000,Tx,740,8,27 CE CF D0 D1 D2 D3 D4,TransferData segment 1 block 01 CF103
0.250000,Tx,740,8,28 D5 D6 D7 D8 D9 DA DB,TransferData segment 1 block 01 CF104
0.251000,Tx,740,8,29 DC DD DE DF E0 E1 E2,TransferData segment 1 block 01 CF105
0.252000,Tx,740,8,2A E3 E4 E5 E6 E7 E8 E9,TransferData segment 1 block 01 CF106
0.253000,Tx,740,8,2B EA EB EC ED EE EF F0,TransferData segment 1 block 01 CF107
0.254000,Tx,740,8,2C F1 F2 F3 F4 F5 F6 F7,TransferData segment 1 block 01 CF108
0.255000,Tx,740,8,2D F8 F9 FA FB FC FD FE,TransferData segment 1 block 01 CF109
0.256000,Tx,740,8,2E FF 00 01 02 03 04 05,TransferData segment 1 block 01 CF110
0.257000,Tx,740,8,2F 06 07 08 09 0A 0B 0C,TransferData segment 1 block 01 CF111
0.258000,Tx,740,8,20 0D 0E 0F 10 11 12 13,TransferData segment 1 block 01 CF112
0.259000,Tx,740,8,21 14 15 16 17 18 19 1A,TransferData segment 1 block 01 CF113
0.260000,Tx,740,8,22 1B 1C 1D 1E 1F 20 21,TransferData segment 1 block 01 CF114
0.261000,Tx,740,8,23 22 23 24 25 26 27 28,TransferData segment 1 block 01 CF115
0.262000,Tx,740,8,24 29 2A 2B 2C 2D 2E 2F,TransferData segment 1 block 01 CF116
0.263000,Tx,740,8,25 30 31 32 33 34 35 36,TransferData segment 1 block 01 CF117
0.264000,Tx,740,8,26 37 38 39 3A 3B 3C 3D,TransferData segment 1 block 01 CF118
0.265000,Tx,740,8,27 3E 3F 40 41 42 43 44,TransferData segment 1 block 01 CF119
0.266000,Tx,740,8,28 45 46 47 48 49 4A 4B,TransferData segment 1 block 01 CF120
0.267000,Tx,740,8,29 4C 4D 4E 4F 50 51 52,TransferData segment 1 block 01 CF121
0.268000,Tx,740,8,2A 53 54 55 56 57 58 59,TransferData segment 1 block 01 CF122
0.269000,Tx,740,8,2B 5A 5B 5C 5D 5E 5F 60,TransferData segment 1 block 01 CF123
0.270000,Tx,740,8,2C 61 62 63 64 65 66 67,TransferData segment 1 block 01 CF124
0.271000,Tx,740,8,2D 68 69 6A 6B 6C 6D 6E,TransferData segment 1 block 01 CF125
0.272000,Tx,740,8,2E 6F 70 71 72 73 74 75,TransferData segment 1 block 01 CF126
0.273000,Tx,740,8,2F 76 77 78 79 7A 7B 7C,TransferData segment 1 block 01 CF127
0.274000,Tx,740,8,20 7D 7E 7F 80 81 82 83,TransferData segment 1 block 01 CF128
0.275000,Tx,740,8,21 84 85 86 87 88 89 8A,TransferData segment 1 block 01 CF129
0.276000,Tx,740,8,22 8B 8C 8D 8E 8F 90 91,TransferData segment 1 block 01 CF130
0.277000,Tx,740,8,23 92 93 94 95 96 97 98,TransferData segment 1 block 01 CF131
0.278000,Tx,740,8,24 99 9A 9B 9C 9D 9E 9F,TransferData segment 1 block 01 CF132
0.279000,Tx,740,8,25 A0 A1 A2 A3 A4 A5 A6,TransferData segment 1 block 01 CF133
0.280000,Tx,740,8,26 A7 A8 A9 AA AB AC AD,TransferData segment 1 block 01 CF134
0.281000,Tx,740,8,27 AE AF B0 B1 B2 B3 B4,TransferData segment 1 block 01 CF135
0.282000,Tx,740,8,28 B5 B6 B7 B8 B9 BA BB,TransferData segment 1 block 01 CF136
0.283000,Tx,740,8,29 BC BD BE BF C0 C1 C2,TransferData segment 1 block 01 CF137
0.284000,Tx,740,8,2A C3 C4 C5 C6 C7 C8 C9,TransferData segment 1 block 01 CF138
0.285000,Tx,740,8,2B CA CB CC CD CE CF D0,TransferData segment 1 block 01 CF139
0.286000,Tx,740,8,2C D1 D2 D3 D4 D5 D6 D7,TransferData segment 1 block 01 CF140
0.287000,Tx,740,8,2D D8 D9 DA DB DC DD DE,TransferData segment 1 block 01 CF141
0.288000,Tx,740,8,2E DF E0 E1 E2 E3 E4 E5,TransferData segment 1 block 01 CF142
0.289000,Tx,740,8,2F E6 E7 E8 E9 EA EB EC,TransferData segment 1 block 01 CF143
0.290000,Tx,740,8,20 ED EE EF F0 F1 F2 F3,TransferData segment 1 block 01 CF144
0.291000,Tx,740,8,21 F4 F5 F6 F7 F8 F9 FA,TransferData segment 1 block 01 CF145
0.292000,Tx,740,8,22 FB FC FD FE FF 00 01,TransferData segment 1 block 01 CF146
0.293000,Tx,740,8,23 02 03 04 05 06 07 08,TransferData segment 1 block 01 CF147
0.294000,Tx,740,8,24 09 0A 0B 0C 0D 0E 0F,TransferData segment 1 block 01 CF148
0.295000,Tx,740,8,25 10 11 12 13 14 15 16,TransferData segment 1 block 01 CF149
0.296000,Tx,740,8,26 17 18 19 1A 1B 1C 1D,TransferData segment 1 block 01 CF150
0.297000,Tx,740,8,27 1E 1F 20 21 22 23 24,TransferData segment 1 block 01 CF151
0.298000,Tx,740,8,28 25 26 27 28 29 2A 2B,TransferData segment 1 block 01 CF152
0.299000,Tx,740,8,29 2C 2D 2E 2F 30 31 32,TransferData segment 1 block 01 CF153
0.300000,Tx,740,8,2A 33 34 35 36 37 38 39,TransferData segment 1 block 01 CF154
0.301000,Tx,740,8,2B 3A 3B 3C 3D 3E 3F 40,TransferData segment 1 block 01 CF155
0.302000,Tx,740,8,2C 41 42 43 44 45 46 47,TransferData segment 1 block 01 CF156
0.303000,Tx,740,8,2D 48 49 4A 4B 4C 4D 4E,TransferData segment 1 block 01 CF157
0.304000,Tx,740,8,2E 4F 50 51 52 53 54 55,TransferData segment 1 block 01 CF158
0.305000,Tx,740,8,2F 56 57 58 59 5A 5B 5C,TransferData segment 1 block 01 CF159
0.306000,Tx,740,8,20 5D 5E 5F 60 61 62 63,TransferData segment 1 block 01 CF160
0.307000,Tx,740,8,21 64 65 66 67 68 69 6A,TransferData segment 1 block 01 CF161
0.308000,Tx,740,8,22 6B 6C 6D 6E 6F 70 71,TransferData segment 1 block 01 CF162
0.309000,Tx,740,8,23 72 73 74 75 76 77 78,TransferData segment 1 block 01 CF163
0.310000,Tx,740,8,24 79 7A 7B 7C 7D 7E 7F,TransferData segment 1 block 01 CF164
0.311000,Tx,740,8,25 80 81 82 83 84 85 86,TransferData segment 1 block 01 CF165
0.312000,Tx,740,8,26 87 88 89 8A 8B 8C 8D,TransferData segment 1 block 01 CF166
0.313000,Tx,740,8,27 8E 8F 90 91 92 93 94,TransferData segment 1 block 01 CF167
0.314000,Tx,740,8,28 95 96 97 98 99 9A 9B,TransferData segment 1 block 01 CF168
0.315000,Tx,740,8,29 9C 9D 9E 9F A0 A1 A2,TransferData segment 1 block 01 CF169
0.316000,Tx,740,8,2A A3 A4 A5 A6 A7 A8 A9,TransferData segment 1 block 01 CF170
0.317000,Tx,740,8,2B AA AB AC AD AE AF B0,TransferData segment 1 block 01 CF171
0.318000,Tx,740,8,2C B1 B2 B3 B4 B5 B6 B7,TransferData segment 1 block 01 CF172
0.319000,Tx,740,8,2D B8 B9 BA BB BC BD BE,TransferData segment 1 block 01 CF173
0.320000,Tx,740,8,2E BF C0 C1 C2 C3 C4 C5,TransferData segment 1 block 01 CF174
0.321000,Tx,740,8,2F C6 C7 C8 C9 CA CB CC,TransferData segment 1 block 01 CF175
0.322000,Tx,740,8,20 CD CE CF D0 D1 D2 D3,TransferData segment 1 block 01 CF176
0.323000,Tx,740,8,21 D4 D5 D6 D7 D8 D9 DA,TransferData segment 1 block 01 CF177
0.324000,Tx,740,8,22 DB DC DD DE DF E0 E1,TransferData segment 1 block 01 CF178
0.325000,Tx,740,8,23 E2 E3 E4 E5 E6 E7 E8,TransferData segment 1 block 01 CF179
0.326000,Tx,740,8,24 E9 EA EB EC ED EE EF,TransferData segment 1 block 01 CF180
0.327000,Tx,740,8,25 F0 F1 F2 F3 F4 F5 F6,TransferData segment 1 block 01 CF181
0.328000,Tx,740,8,26 F7 F8 F9 FA FB FC FD,TransferData segment 1 block 01 CF182
0.329000,Tx,740,8,27 FE FF 00 01 02 03 04,TransferData segment 1 block 01 CF183
0.330000,Tx,740,8,28 05 06 07 08 09 0A 0B,TransferData segment 1 block 01 CF184
0.331000,Tx,740,8,29 0C 0D 0E 0F 10 11 12,TransferData segment 1 block 01 CF185
0.332000,Tx,740,8,2A 13 14 15 16 17 18 19,TransferData segment 1 block 01 CF186
0.333000,Tx,740,8,2B 1A 1B 1C 1D 1E 1F 20,TransferData segment 1 block 01 CF187
0.334000,Tx,740,8,2C 21 22 23 24 25 26 27,TransferData segment 1 block 01 CF188
0.335000,Tx,740,8,2D 28 29 2A 2B 2C 2D 2E,TransferData segment 1 block 01 CF189
0.336000,Tx,740,8,2E 2F 30 31 32 33 34 35,TransferData segment 1 block 01 CF190
0.337000,Tx,740,8,2F 36 37 38 39 3A 3B 3C,TransferData segment 1 block 01 CF191
0.338000,Tx,740,8,20 3D 3E 3F 40 41 42 43,TransferData segment 1 block 01 CF192
0.339000,Tx,740,8,21 44 45 46 47 48 49 4A,TransferData segment 1 block 01 CF193
0.340000,Tx,740,8,22 4B 4C 4D 4E 4F 50 51,TransferData segment 1 block 01 CF194
0.341000,Tx,740,8,23 52 53 54 55 56 57 58,TransferData segment 1 block 01 CF195
0.342000,Tx,740,8,24 59 5A 5B 5C 5D 5E 5F,TransferData segment 1 block 01 CF196
0.343000,Tx,740,8,25 60 61 62 63 64 65 66,TransferData segment 1 block 01 CF197
0.344000,Tx,740,8,26 67 68 69 6A 6B 6C 6D,TransferData segment 1 block 01 CF198
0.345000,Tx,740,8,27 6E 6F 70 71 72 73 74,TransferData segment 1 block 01 CF199
0.346000,Tx,740,8,28 75 76 77 78 79 7A 7B,TransferData segment 1 block 01 CF200
0.347000,Tx,740,8,29 7C 7D 7E 7F 80 81 82,TransferData segment 1 block 01 CF201
0.348000,Tx,740,8,2A 83 84 85 86 87 88 89,TransferData segment 1 block 01 CF202
0.349000,Tx,740,8,2B 8A 8B 8C 8D 8E 8F 90,TransferData segment 1 block 01 CF203
0.350000,Tx,740,8,2C 91 92 93 94 95 96 97,TransferData segment 1 block 01 CF204
0.351000,Tx,740,8,2D 98 99 9A 9B 9C 9D 9E,TransferData segment 1 block 01 CF205
0.352000,Tx,740,8,2E 9F A0 A1 A2 A3 A4 A5,TransferData segment 1 block 01 CF206
0.353000,Tx,740,8,2F A6 A7 A8 A9 AA AB AC,TransferData segment 1 block 01 CF207
0.354000,Tx,740,8,20 AD AE AF B0 B1 B2 B3,TransferData segment 1 block 01 CF208
0.355000,Tx,740,8,21 B4 B5 B6 B7 B8 B9 BA,TransferData segment 1 block 01 CF209
0.356000,Tx,740,8,22 BB BC BD BE BF C0 C1,TransferData segment 1 block 01 CF210
0.357000,Tx,740,8,23 C2 C3 C4 C5 C6 C7 C8,TransferData segment 1 block 01 CF211
0.358000,Tx,740,8,24 C9 CA CB CC CD CE CF,TransferData segment 1 block 01 CF212
0.359000,Tx,740,8,25 D0 D1 D2 D3 D4 D5 D6,TransferData segment 1 block 01 CF213
0.360000,Tx,740,8,26 D7 D8 D9 DA DB DC DD,TransferData segment 1 block 01 CF214
0.361000,Tx,740,8,27 DE DF E0 E1 E2 E3 E4,TransferData segment 1 block 01 CF215
0.362000,Tx,740,8,28 E5 E6 E7 E8 E9 EA EB,TransferData segment 1 block 01 CF216
0.363000,Tx,740,8,29 EC ED EE EF F0 F1 F2,TransferData segment 1 block 01 CF217
0.364000,Tx,740,8,2A F3 F4 F5 F6 F7 F8 F9,TransferData segment 1 block 01 CF218
0.365000,Tx,740,8,2B FA FB FC FD FE FF 00,TransferData segment 1 block 01 CF219
0.366000,Tx,740,8,2C 01 02 03 04 05 06 07,TransferData segment 1 block 01 CF220
0.367000,Tx,740,8,2D 08 09 0A 0B 0C 0D 0E,TransferData segment 1 block 01 CF221
0.368000,Tx,740,8,2E 0F 10 11 12 13 14 15,TransferData segment 1 block 01 CF222
0.369000,Tx,740,8,2F 16 17 18 19 1A 1B 1C,TransferData segment 1 block 01 CF223
0.370000,Tx,740,8,20 1D 1E 1F 20 21 22 23,TransferData segment 1 block 01 CF224
0.371000,Tx,740,8,21 24 25 26 27 28 29 2A,TransferData segment 1 block 01 CF225
0.372000,Tx,740,8,22 2B 2C 2D 2E 2F 30 31,TransferData segment 1 block 01 CF226
0.373000,Tx,740,8,23 32 33 34 35 36 37 38,TransferData segment 1 block 01 CF227
0.374000,Tx,740,8,24 39 3A 3B 3C 3D 3E 3F,TransferData segment 1 block 01 CF228
0.375000,Tx,740,8,25 40 41 42 43 44 45 46,TransferData segment 1 block 01 CF229
0.376000,Tx,740,8,26 47 48 49 4A 4B 4C 4D,TransferData segment 1 block 01 CF230
0.377000,Tx,740,8,27 4E 4F 50 51 52 53 54,TransferData segment 1 block 01 CF231
0.378000,Tx,740,8,28 55 56 57 58 59 5A 5B,TransferData segment 1 block 01 CF232
0.379000,Tx,740,8,29 5C 5D 5E 5F 60 61 62,TransferData segment 1 block 01 CF233
0.380000,Tx,740,8,2A 63 64 65 66 67 68 69,TransferData segment 1 block 01 CF234
0.381000,Tx,740,8,2B 6A 6B 6C 6D 6E 6F 70,TransferData segment 1 block 01 CF235
0.382000,Tx,740,8,2C 71 72 73 74 75 76 77,TransferData segment 1 block 01 CF236
0.383000,Tx,740,8,2D 78 79 7A 7B 7C 7D 7E,TransferData segment 1 block 01 CF237
0.384000,Tx,740,8,2E 7F 80 81 82 83 84 85,TransferData segment 1 block 01 CF238
0.385000,Tx,740,8,2F 86 87 88 89 8A 8B 8C,TransferData segment 1 block 01 CF239
0.386000,Tx,740,8,20 8D 8E 8F 90 91 92 93,TransferData segment 1 block 01 CF240
0.387000,Tx,740,8,21 94 95 96 97 98 99 9A,TransferData segment 1 block 01 CF241
0.388000,Tx,740,8,22 9B 9C 9D 9E 9F A0 A1,TransferData segment 1 block 01 CF242
0.389000,Tx,740,8,23 A2 A3 A4 A5 A6 A7 A8,TransferData segment 1 block 01 CF243
0.390000,Tx,740,8,24 A9 AA AB AC AD AE AF,TransferData segment 1 block 01 CF244
0.391000,Tx,740,8,25 B0 B1 B2 B3 B4 B5 B6,TransferData segment 1 block 01 CF245
0.392000,Tx,740,8,26 B7 B8 B9 BA BB BC BD,TransferData segment 1 block 01 CF246
0.393000,Tx,740,8,27 BE BF C0 C1 C2 C3 C4,TransferData segment 1 block 01 CF247
0.394000,Tx,740,8,28 C5 C6 C7 C8 C9 CA CB,TransferData segment 1 block 01 CF248
0.395000,Tx,740,8,29 CC CD CE CF D0 D1 D2,TransferData segment 1 block 01 CF249
0.396000,Tx,740,8,2A D3 D4 D5 D6 D7 D8 D9,TransferData segment 1 block 01 CF250
0.397000,Tx,740,8,2B DA DB DC DD DE DF E0,TransferData segment 1 block 01 CF251
0.398000,Tx,740,8,2C E1 E2 E3 E4 E5 E6 E7,TransferData segment 1 block 01 CF252
0.399000,Tx,740,8,2D E8 E9 EA EB EC ED EE,TransferData segment 1 block 01 CF253
0.400000,Tx,740,8,2E EF F0 F1 F2 F3 F4 F5,TransferData segment 1 block 01 CF254
0.401000,Tx,740,8,2F F6 F7 F8 F9 FA FB FC,TransferData segment 1 block 01 CF255
0.402000,Rx,748,8,30 FF 00 00 00 00 00 00,TransferData segment 1 block 01 FlowControl
